[run number],bin-placement,laziness-factor,litter-sensitivity-factor,group-litter-factor,arrival-rate,initial-litter,[step],total-litter-events,bin-utilization-rate,total-agents-spawned,ticks
136,1,0.0,0.0,0.5,2.5,0,7500,28,0.125,512,7500
137,1,0.0,0.0,0.5,2.5,0,7500,32,0.09166666667,472,7500
138,1,0.0,0.0,0.5,2.5,0,7500,31,0.05833333333,479,7500
139,1,0.0,0.0,0.5,2.5,0,7500,26,0.09583333333,465,7500
140,1,0.0,0.0,0.5,2.5,0,7500,25,0.1166666667,493,7500
141,1,0.0,0.0,0.5,2.5,0,7500,24,0.1083333333,495,7500
142,1,0.0,0.0,0.5,2.5,0,7500,29,0.05833333333,435,7500
143,1,0.0,0.0,0.5,2.5,0,7500,24,0.07083333333,492,7500
144,1,0.0,0.0,0.5,2.5,0,7500,25,0.125,425,7500
145,1,0.0,0.0,0.5,2.5,0,7500,19,0.09583333333,455,7500
146,1,0.0,0.0,0.5,2.5,0,7500,35,0.09583333333,485,7500
147,1,0.0,0.0,0.5,2.5,0,7500,37,0.1083333333,493,7500
148,1,0.0,0.0,0.5,2.5,0,7500,22,0.1041666667,515,7500
149,1,0.0,0.0,0.5,2.5,0,7500,29,0.1083333333,528,7500
150,1,0.0,0.0,0.5,2.5,0,7500,24,0.07083333333,429,7500
151,1,0.0,0.0,0.5,5.0,0,7500,57,0.1458333333,1036,7500
152,1,0.0,0.0,0.5,5.0,0,7500,57,0.225,1009,7500
153,1,0.0,0.0,0.5,5.0,0,7500,59,0.1875,1018,7500
154,1,0.0,0.0,0.5,5.0,0,7500,58,0.175,1070,7500
155,1,0.0,0.0,0.5,5.0,0,7500,55,0.2,994,7500
156,1,0.0,0.0,0.5,5.0,0,7500,54,0.1916666667,1016,7500
157,1,0.0,0.0,0.5,5.0,0,7500,59,0.1916666667,958,7500
158,1,0.0,0.0,0.5,5.0,0,7500,55,0.1625,952,7500
159,1,0.0,0.0,0.5,5.0,0,7500,59,0.2291666667,1028,7500
160,1,0.0,0.0,0.5,5.0,0,7500,64,0.1291666667,948,7500
161,1,0.0,0.0,0.5,5.0,0,7500,46,0.2166666667,974,7500
162,1,0.0,0.0,0.5,5.0,0,7500,44,0.2,988,7500
163,1,0.0,0.0,0.5,5.0,0,7500,61,0.2208333333,989,7500
164,1,0.0,0.0,0.5,5.0,0,7500,43,0.2125,1053,7500
165,1,0.0,0.0,0.5,5.0,0,7500,40,0.1791666667,950,7500
166,1,0.0,0.0,0.5,5.0,0,7500,48,0.1875,972,7500
167,1,0.0,0.0,0.5,5.0,0,7500,60,0.1916666667,1024,7500
168,1,0.0,0.0,0.5,5.0,0,7500,62,0.1583333333,970,7500
169,1,0.0,0.0,0.5,5.0,0,7500,51,0.2,1028,7500
170,1,0.0,0.0,0.5,5.0,0,7500,55,0.1666666667,990,7500
171,1,0.0,0.0,0.5,5.0,0,7500,60,0.1666666667,1036,7500
172,1,0.0,0.0,0.5,5.0,0,7500,59,0.1958333333,943,7500
173,1,0.0,0.0,0.5,5.0,0,7500,57,0.2,967,7500
174,1,0.0,0.0,0.5,5.0,0,7500,63,0.2125,1012,7500
175,1,0.0,0.0,0.5,5.0,0,7500,53,0.1833333333,1006,7500
176,1,0.0,0.0,0.5,5.0,0,7500,48,0.1833333333,983,7500
177,1,0.0,0.0,0.5,5.0,0,7500,48,0.2,1010,7500
178,1,0.0,0.0,0.5,5.0,0,7500,42,0.2041666667,905,7500
179,1,0.0,0.0,0.5,5.0,0,7500,50,0.2041666667,948,7500
180,1,0.0,0.0,0.5,5.0,0,7500,48,0.2333333333,990,7500
211,1,0.0,0.0,1.0,2.5,0,7500,22,0.0875,473,7500
212,1,0.0,0.0,1.0,2.5,0,7500,30,0.07083333333,469,7500
213,1,0.0,0.0,1.0,2.5,0,7500,30,0.09583333333,529,7500
214,1,0.0,0.0,1.0,2.5,0,7500,38,0.05833333333,470,7500
215,1,0.0,0.0,1.0,2.5,0,7500,26,0.1041666667,526,7500
216,1,0.0,0.0,1.0,2.5,0,7500,30,0.09166666667,478,7500
217,1,0.0,0.0,1.0,2.5,0,7500,31,0.07083333333,471,7500
218,1,0.0,0.0,1.0,2.5,0,7500,27,0.07083333333,431,7500
219,1,0.0,0.0,1.0,2.5,0,7500,28,0.07916666667,514,7500
220,1,0.0,0.0,1.0,2.5,0,7500,26,0.1,477,7500
221,1,0.0,0.0,1.0,2.5,0,7500,26,0.05,491,7500
222,1,0.0,0.0,1.0,2.5,0,7500,21,0.075,460,7500
